href,label,jobTitle,companyName,companyLocation,salary-snippet,ialbl,job-snippet,date,shelfItem,job-snippet 2,job-snippet 3
https://pk.indeed.com/company/ICONESTIMATING-LTD./jobs/Estimation-Engineer-8b14f851999fe7c4?fccid=21c51aac6f9054fa&vjs=3,new,ESTIMATION ENGINEER,ICONESTIMATING LTD.,Lahore,"Rs 20,000 - Rs 35,000 a month",Easily apply,Role: *Performing Quantity Takeoffs using Planswift software.,6 days ago,,Salary: 25k-35k depending on the experience*.,
https://pk.indeed.com/company/HRSG-Outsourcing-Pvt.Ltd./jobs/Project-Trainee-90b02974a015dad3?fccid=cdf7d515e5930a3c&vjs=3,,Project Trainee,,Multan,,Easily apply,\*Must have good IT skills.,14 days ago,Responsive employer,\*Strong verbal and oral communication skills.,
https://pk.indeed.com/company/Joyland-(Pvt)-Ltd/jobs/Assistant-Brand-Manager-0ffa0cab22fe5175?fccid=9a69740d22c5fb61&vjs=3,,Assistant Brand Manager,,Lahore,"Rs 60,000 a month",Easily apply,Should be creative and develop business-building ideas.,20 days ago,Responsive employer,Develop promotional strategies for brand awareness and profitability.,"Job Types: Full-time, Contract."
https://pk.indeed.com/company/Bachaa-Party/jobs/Sales-Associate-Cashier-ea75d64a41e3d817?fccid=880bdb6083116249&vjs=3,,Sales Associate/Cashiers,,Lahore,"Rs 18,000 - Rs 30,000 a month",Easily apply to this job without a resume,Similar experience to Retail Brand.,30+ days ago,,Retail Brand: 1 year (Preferred).,
https://pk.indeed.com/company/Dany-Technologies/jobs/Credit-Control-Officer-5e6af6887c09166b?fccid=baa32f23c05199d8&vjs=3,,Credit Control Officer,,Lahore,"Rs 40,000 - Rs 45,000 a month",Easily apply,Open the account in the software as per customer documents sent by the sales team.,18 days ago,Responsive employer,Quarterly visit & verify the ledger with the customers.,
https://pk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWhp-txSCg_p5nvku-DKAPZfOoG2vgtKfdvbDlRuB0jVxQVEOPJ6qfNT3l5YwVQd63I8t271hgbfUJckXkM2_u62UoboMWrJHh5VzwuAGci0zGw0c8AH5-Qi2GzlJChSHvR1H1cHVPpZfnmanZ4eqee6ElY4OOvnQsum-pfO8okXauWG-mLTVAcuwnQAD3xa8nN7-3PnPVdyEQ50-s00DuXJ3bSXtx9Xskfu12PFyTTJBOdVWkkaSLLSnuqtSlf1-fo-6CKyr2PLUQNdqe3zh1bcTNVs0k-1WEcvgdC2i-fodjWuhc9Ch5LFWlxKclsaBYxInkopR19XL2D0unTjOrytjLlrV8L_qcW889ZXpkQNjFTAmeLlnHPe5cWUVHsJdLDg1kMu_XKzm3YB1Y6WNrZKVybvPE0BE1WTU8EADssW0N6xiO1j68aF-cazGasuYUnQunhok7qChNiIyY4SCt&p=0&fvj=1&vjs=3,,call centre job agent,click jobe,Lahore,"Rs 20,000 - Rs 45,000 a month",Easily apply,"Company will bear Dialing Setup (VOIP, Vicidialer, Leads, Scripts).",30+ days ago,Responsive employer,A candidate must have to qualify 1 week unpaid training.,
https://pk.indeed.com/company/Papa-John's-Pakistan/jobs/Restaurant-General-Manager-Assistant-Restaurant-General-Manager-b3961e2dc1399070?fccid=080cd4da1637f12b&vjs=3,,Restaurant General Manager & Asst. Restaurant General Manage...,Papa John's Pakistan,Lahore,"Rs 50,000 a month",Easily apply,The Restaurant General Manager & Asst. Restaurant General Manager leads the operation of the restaurants.,14 days ago,,Graduation or equivalent is required.,
https://pk.indeed.com/company/S.T.A.R.S-Pvt-Ltd./jobs/Administrative-Manager-e4dafa62f84834c2?fccid=e3709b8a8d41ef77&vjs=3,,Administrative Manager,S.T.A.R.S Pvt Ltd.,Lahore,,Easily apply,*Supervising the day-to-day operations of the administrative department and staff members.*.,29 days ago,,"*Hiring, training, and evaluating employees and taking corrective…",
https://pk.indeed.com/company/Alfa-Solutions/jobs/Academic-Writer-986f2c79157f1b06?fccid=a329ff7a00811af1&vjs=3,,Academic Writer,Alfa Solutions,Islamabad,"Rs 25,000 - Rs 60,000 a month",Easily apply,Candidate must be highly efficient in writing and must have excellent English skills (free of grammar mistakes).,28 days ago,,"Job Types: Full-time, New-Grad.",
https://pk.indeed.com/company/C&W-Resources/jobs/Office-Coodinator-684d0b71e5f012e9?fccid=b3b46fd58f301ff9&vjs=3,,Office Coodinator,C&W Resources,Rawalpindi,"Rs 40,000 - Rs 45,000 a month",Easily apply,"To manage office coordination and establish, maintain, review and develop administrative systems and must be proficient in MS Word, Excel and Software and also…",26 days ago,,,
https://pk.indeed.com/rc/clk?jk=d28c90cc8f86bdc3&fccid=b63c28a612c1b84f&vjs=3,,Coordinator,The Beaconhouse Times,Lahore,,,Education/Qualification: Masters/ BA degree in relevant subject.,10 days ago,,Required Experience: 5-7 Years.,Coordinate for academic matters including but not limited to…
https://pk.indeed.com/rc/clk?jk=e1970d45c55a049f&fccid=0a8adc92adb8cdc0&vjs=3,,Email / Chat Support Specialist,Click Jobs,Karachi,,,Prompt chat and email response to customers.,30+ days ago,,Document each customer’s question or problem as well as the resulting answer or solution.,
https://pk.indeed.com/company/IT-Green-Solutions/jobs/IT-Intern-30f38397adadac85?fccid=804f8aa94a9c035e&vjs=3,,IT Intern (Female preffered),IT Green Solutions,Islamabad,"Rs 15,000 - Rs 25,000 a month",Easily apply,"IT interns must be in pursuit of a degree in computer science, information technology or engineering.",30+ days ago,Responsive employer,They must have a class schedule that allows the student to…,
https://pk.indeed.com/company/Tanbits/jobs/Software-Development-Intern-f64f7b8f6d00e359?fccid=ab2ccd05bec7c1a7&vjs=3,,Software Development Intern(Elixir),Tanbits,Lahore,"Rs 40,000 a month",Easily apply,Bachelor’s/Master’s in Computer Scinece.,30+ days ago,,"Job Types: Full-time, Internship.","Pay: Up to Rs40,000.00 per month."
https://pk.indeed.com/company/Western-Global-Services/jobs/Receptionist-196eca5da09585cd?fccid=ef7c36e41f40e7ac&vjs=3,,Receptionist (Female Only),Western Global Services,Islamabad,"Rs 22,000 - Rs 30,000 a month",Easily apply,"Greeting visitors, welcoming, and directing them appropriately; notifies company personnel of visitor arrival; maintains security and telecommunications system.",20 days ago,,,
https://pk.indeed.com/company/STAR-Marketing/jobs/Team-Coordinator-e283c9b5f5fa6117?fccid=af1552ac25d0f918&vjs=3,new,Team Coordinator,,Rawalpindi,,Easily apply,"Job Types: Full-time, Part-time.",1 day ago,Responsive employer,,
https://pk.indeed.com/rc/clk?jk=5bf9f66cd56dd484&fccid=485eec79cceca3b1&vjs=3,new,Procurement Associate,United Nations Pakistan,Pakistan,,,"UNOPS areas of expertise cover infrastructure, procurement, project management, financial management and human resources.",Just posted,,"Status reports generated, as required.",
https://pk.indeed.com/company/The-Cubicle-legends/jobs/Call-Centre-Agent-b35c3f49e04d440b?fccid=8229c6b5946d5bd7&vjs=3,new,Call Centre Agent,The Cubicle legends,Lahore,"Rs 45,000 - Rs 80,000 a month",Easily apply,We are looking for a Call Center Representative that will be the liaison between our company and its current and potential customers.,7 days ago,,,
https://pk.indeed.com/company/Your-Cloud-Solutions/jobs/Online-Math-Physic-Teacher-53c7dbe5f0069b18?fccid=b36fd3d2ace06f56&vjs=3,,Online Maths/Physics Teacher,Your Cloud Solutions,Rawalpindi,"Rs 25,000 - Rs 35,000 a month",Easily apply,He/She must have relevant degree and experience.,11 days ago,Responsive employer,"Job Types: Full-time, Contract.",
https://pk.indeed.com/company/Roots-International-Schools/jobs/Alert-Staff-Wapda-Town-a90047391414f641?fccid=1602f50a236db2ee&vjs=3,,"HIRING ALERT ** Staff Required for WAPDA Town, Lahore Campus...",Roots International Schools,Lahore,,Easily apply,"*Campus Manager *(Role: Lead, manage, develop and motivate the School based Administration, Academic administrative, faculty and school support Team in a manner…",18 days ago,Responsive employer,,
https://pk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CQI8sqfc7oVY9za0hCz_OQAD-MRH56xl9GxZjqX1tQDYuh9pr3r8_Umxmj2QJhS0gkO9gXMCdolM8eMi4oIIyFaDAI14lklrpMKC7Lng0r197GXhaA1KWE4uiB842bnF6NdmwosqHp3J5Jo9aOmvAq7mJHWMuMVlOG8vLoMQNmKHmw_8vOQ5RzINayoqOE7zn830OR7Jih44hse1pbpEbPNc8vGwRzgLjscIf7PYzqpdw7Dt0dSKYXZDqpJMRTaRX6WqPvalEDrex_sAo-RieaJfcRs1nvrAI0BRqueGy8q80Lf515aCMwD0XgNbk4nMIbDRrPDTeD-Jxvg6KLaEWXfQm_rH0mrVDlUGLtJ7QWTbsMU59qzk1SIEdmlgbpJa-b4m1JNpAB1StuzQl7zXAeg1G28okSL5fSZLGMh0A82oQgLLVyuvGJ7NdWUQ-bn0ebIjmv_45rcxO1OUk-kzN8rNc0VGAfUIY=&p=0&fvj=1&vjs=3,new,Digital Content Writer,Brisbane Digital Agency,Lahore,"Rs 20,000 - Rs 35,000 a month",Easily apply,"Reporting and working closely with the SEO Manager to grow clients' digital presence by writing clear, concise, and convincing copy.",1 day ago,,,
https://pk.indeed.com/company/Infinite-BPO-Solution/jobs/Need-Fresh-Experience-Candidate-202dff43a6e0a836?fccid=d1ef122f7b611c11&vjs=3,new,Need fresh and experience candidates,Infinite BPO Solution,Lahore,,Easily apply,Need staff for call center with good confidence level.,Just posted,,Qualification required for this job is from inter to master level.,No age limit required for this job.
https://pk.indeed.com/company/Zainab-Salman/jobs/Production-Team-Lead-0d73a67ab7981004?fccid=4a53a90bbf3f787a&vjs=3,,Production Team Lead,Zainab Salman,Lahore,"Rs 100,000 a month",Easily apply,"Direct the activities of all functions involved in the production planning, procurement, inventory, production operations, and logistics to ensure on time…",18 days ago,Responsive employer,,
https://pk.indeed.com/company/STAR-Marketing/jobs/Need-Fa-Staff-Team-Management-7573e77ae6d7ba0e?fccid=af1552ac25d0f918&vjs=3,,Need FA staff for team Management,,Rawalpindi,"Rs 20,000 - Rs 35,000 a month",Easily apply,"Team Coordinator responsibilities include working closely with our team coordinator to prepare comprehensive action plans, including resources, timeframes and…",28 days ago,Responsive employer,,
https://pk.indeed.com/rc/clk?jk=8bce66d574489535&fccid=88df21fa0b5d07c4&vjs=3,,Quality Assurance Executive,,Lahore,,,Candidates should have at least BS in Food Science & Technology along with 1-2 years of experience preferably in Food / Hospitality Business.,30+ days ago,,,
https://pk.indeed.com/company/E-Cube-Solutions-Pvt-Ltd/jobs/Store-Incharge-d584a26abbbc3e4a?fccid=2edf1b787f6a5581&vjs=3,,Store Incharge,E Cube Solutions Pvt Ltd,Lahore,"Rs 25,000 - Rs 35,000 a month",Easily apply,"Maintain receipts, records, and withdrawals.",13 days ago,,Check materials and supplies and reports when stock is low.,Report damages and discrepancies for accounting.
https://pk.indeed.com/company/MNP-Com/jobs/Call-Center-Student-Fresher-e317d5fbc352ce79?fccid=453e95769e8650fd&vjs=3,,Call Center Job for Students and Freshers,MNP Com,Lahore,"Rs 20,000 - Rs 40,000 a month",Easily apply,Fix salary + Commission/bouns.,21 days ago,Responsive employer,Morning / Evening / Night shifts are available.,Its a Inbound / outbound call center just providing a services to customers on…
https://pk.indeed.com/rc/clk?jk=2a2dbb7cb3672a4f&fccid=88df21fa0b5d07c4&vjs=3,,Planning Engineer,,Pakistan,,,Planning Engineer: Bachelors of Civil Engineering from reputable University with at least 4-5 year of relevant experience preferably in construction sector.,30+ days ago,,,
https://pk.indeed.com/company/Canada-Auto-Experts-Corp./jobs/Customer-Service-Sales-Representative-6d5a7711bed10447?fccid=af4e160d74a3a195&vjs=3,,Customer Service/Sales Representative,Canada Auto Experts Corp.,Islamabad,"Rs 100,000 a month",Easily apply,Customer Service/Sales Representative is responsible for reaching out to consumers after they have applied for an auto loan or the Rent to Own Program.,21 days ago,Responsive employer,,
https://pk.indeed.com/company/Inbound-Inclusive-Communication/jobs/Customer-Service-Representative-5e3799fd2fc45500?fccid=33a65afb2196d324&vjs=3,new,Customer Service Representative,Inbound Inclusive Communication,Lahore,"Rs 50,000 - Rs 60,000 a month",Easily apply,Strong Command over Spoken-English with having good American or British Accent.,Today,,Candidates should be willing to work in night shift (8 pm-5 am).,
https://pk.indeed.com/rc/clk?jk=25ad7058d180a446&fccid=b699f89e027ca757&vjs=3,new,Front Desk Officer,,Islamabad,,,That will be the “face” of the company for all visitors and will be responsible for the first impression we make.,7 days ago,,Answer questions and address complaints.,
https://pk.indeed.com/company/Bahrin-Swedish-Artwood/jobs/Business-Development-Manager-f68e31d546d56848?fccid=51eb17a4b60234d2&vjs=3,new,Business Development Manager,Bahrin Swedish Artwood,Lahore,"Rs 100,000 a month",Easily apply,Bahrain Swedish Artwood is looking to hire a qualified business development manager with relevant experience in manufacturing industrial units.,3 days ago,,,
https://pk.indeed.com/company/Hitech-fuels/jobs/Data-Entry-Specialist-cb62096611d44904?fccid=dc9a8e24647ea7c7&vjs=3,new,Data Entry Specialist,Hitech fuels,Abbottabad,"Rs 20,000 a month",Easily apply,We are looking for a Data Entry Clerk to type information into our database from paper documents.,7 days ago,,The ideal candidate will be computer savvy and a fast typist…,
https://pk.indeed.com/company/Techline/jobs/Human-Resource-Trainee-Program-cb16fe82257d89bf?fccid=84f275a827d39dfa&vjs=3,new,HR Trainee Program,,Lahore,,Easily apply,"Creating, distributing, and storing documents.",1 day ago,Responsive employer,Acting as a point of contact for employees and administration.,Supporting HR team in day to day matters.
https://pk.indeed.com/company/She-Means-Work/jobs/Teller-1b5b7c122e945177?fccid=3ac304ea6d578836&vjs=3,new,Teller,She Means Work,Lahore,,Easily apply,Ensure friendly and responsive customer service by providing excellent customer service skills.,3 days ago,,Process all customer transactions in currency and bearer…,
https://pk.indeed.com/company/Zameen.com/jobs/Data-Entry-Officer-3bf48f3bc1b41765?fccid=9935fd8c2dc1cde1&vjs=3,,Data Entry Officer,,Lahore,,Easily apply,"The Candidate selected for this position need to Organize, maintain and update record of legal documents (digitally and manually).",27 days ago,,,
https://pk.indeed.com/company/Ebrahim-Group-of-Companies/jobs/Data-Entry-Operator-49e3e4d7e69c8b11?fccid=bcd4eac81e301572&vjs=3,,Data Entry operator,Ebrahim Group of Companies,Karachi,"Rs 25,000 - Rs 30,000 a month",Easily apply,"We are looking for the services of the ""Data Entry Operator "" Relevant candidates are encouraged to apply. Job Type: Full-time Salary: Rs25,000.00 - Rs30…",29 days ago,Responsive employer,,
https://pk.indeed.com/company/Thermosole-Industries-Pvt-Ltd/jobs/Deputy-Manager-Quality-Control-f107211e102f6696?fccid=2608f53280e1b586&vjs=3,new,Deputy Manager Quality Control,Thermosole Industries Pvt Ltd,Lahore,"Rs 100,000 - Rs 120,000 a month",Easily apply,"To compile and prepare new work instruction, standards and operating procedure of present or new Products as they are added.",Just posted,Responsive employer,"Job Types: Full-time, Contract.",
https://pk.indeed.com/company/Roots-International-Schools/jobs/-ebd9d2b2d9852635?fccid=1602f50a236db2ee&vjs=3,,Urgently Required: Teachers (HSSC : Humanities)- Lahore,Roots International Schools,Lahore,,Easily apply,Qualification: *Must have minimum Masters qualification in relevant fields.,17 days ago,Responsive employer,Experience: * Must have 3-4 years experience in relevant field.,
https://pk.indeed.com/company/One-Click/jobs/Homebased-Academic-Writer-2251868045f96a7a?fccid=304b7388df37a291&vjs=3,new,Homebased Academic Writer - Medical,One Click,Karachi,,Easily apply,Job Type: * Full-Time (Work From Home).,1 day ago,,"Pharm-D, Psychology, Bio-medical, BDS, MBBS.",Preferably O/A levels background.
https://pk.indeed.com/rc/clk?jk=0a079cdf292966d8&fccid=77ad612ddc37348c&vjs=3,new,HR Intern,,Islamabad,,,Screening potential employees' resumes and application forms to identify suitable candidates to fill company job vacancies.,Just posted,,,
https://pk.indeed.com/company/Infinity-Solutions/jobs/Need-Fresh-Experience-Staff-ded380dfa57fde18?fccid=1ff902fed86209ec&vjs=3,,Need fresh and experience staff,Infinity Solutions,Lahore,"Rs 23,000 - Rs 55,000 a month",Easily apply,Need staff for call center with good confidence level.,30+ days ago,Responsive employer,Qualification required for this job is from inter to master level.,No age limit required for this job.
https://pk.indeed.com/company/Future-Connect-Pakistan/jobs/Content-Writer-e107b0d606ec5cad?fccid=76f6202344efb0f6&vjs=3,,Content Writer,Future Connect Pakistan,Islamabad,"Rs 30,000 - Rs 40,000 a month",Easily apply,"Content Writer responsibilities include conducting thorough research on industry-related topics, generating ideas for new content types and proofreading…",20 days ago,Responsive employer,,
https://pk.indeed.com/company/Mars-BPO-PVT-LTD/jobs/Call-Centre-Agent-eab58428925eacb8?fccid=ebf007beb293022f&vjs=3,,Call Centre Agents Required,Mars BPO PVT LTD,Rawalpindi,"Rs 40,000 - Rs 100,000 a month",Easily apply,Candidate must have Good Communication Skills (ENGLISH) and having the ability to work in Night Shift.,9 days ago,,Handsome salary package plus Incentives.,
https://pk.indeed.com/company/ConstructBPO/jobs/Estimation-Engineer-aa7c832ee337daeb?fccid=90d816959ec884ee&vjs=3,,Estimation Engineer,ConstructBPO,Lahore,"Rs 25,000 - Rs 30,000 a month",Easily apply,Sharp in Understanding Construction Drawings and Bid Document.,19 days ago,Responsive employer,Qualification: BSC / BE Civil Engineering.,Min. Experience: Fresh to 1 year in preparing cost…
https://pk.indeed.com/company/Intercargo-Logistics/jobs/Freight-Coordinator-f11a6dde24dff8b8?fccid=8158e3e562cb61d8&vjs=3,,Freight Coordinator,Intercargo Logistics,Islamabad,"Rs 35,000 - Rs 50,000 a month",Easily apply,"You will be providing support to the UK office by processing export, import and crosstrade shipments.",30+ days ago,Responsive employer,"The successful candidate will be responsible for entering,…",
https://pk.indeed.com/company/Abacus-Consulting/jobs/Customer-Support-Executive-c1197ab4ef4ce883?fccid=b1fc1a03b4ca0ee8&vjs=3,,Customer Support executive,,Lahore,"Rs 30,000 - Rs 35,000 a month",Easily apply,Managing customer service inquiries for our international clients over the phone and email.,14 days ago,,Identifying and assessing customers’ needs to achieve satisfaction.,
https://pk.indeed.com/rc/clk?jk=d0b5a148f369c02d&fccid=2973259ddc967948&vjs=3,,NDC Floor Supervisor,,Multan,,,"Operate, monitor and control Finish Good dispatch process and safe dispatch towards final destination on floor.",14 days ago,,"Understanding of all control systems,.",
https://pk.indeed.com/company/DK-Consultancy/jobs/Human-Resource-Person-5166fda5a48e66e9?fccid=7b1e4873ba541ee1&vjs=3,new,HR Person (Internship - Permeant),DK Consultancy,Lahore,"Rs 20,000 - Rs 40,000 a month",Easily apply,Experience Minimum Require 1 to 3 Years.,2 days ago,,Fresh can also Register their self for Internship.,"Job Types: Full-time, Part-time, Internship, Contract."
https://pk.indeed.com/company/Eastern-Federal-Union/jobs/Team-Manager-af5c0d5467e3f8b9?fccid=9aaf86fb67e6e622&vjs=3,,TEAM MANAGER,Eastern Federal Union,Lahore,"Rs 35,000 - Rs 40,000 a month",Easily apply,Direct Recruitment Incentive (18000 Monthly).,8 days ago,Responsive employer,,
https://pk.indeed.com/company/SKP-Group/jobs/Receptionist-364f84fa405b533f?fccid=899d71a60713ffe1&vjs=3,,receptionist,SKP Group,Lahore,"Rs 20,000 - Rs 30,000 a month",Easily apply,"Make phone calls, organize the data received in office, take appointments, keep attendance record of the staff.",19 days ago,Responsive employer,"Job Types: Full-time, Contract.",
https://pk.indeed.com/rc/clk?jk=732e5fcb0a6fec47&fccid=56d3553db34bc2eb&vjs=3,,Customer Service Representative,,Lahore,,,Job Opportunity in Bounce at Emporium Mall Designation: Customer Service Representative Gender: Male/Female Qualification: Intermediate/Graduation Experience:…,30+ days ago,,,
https://pk.indeed.com/company/Adam-Jee/jobs/Relationship-Officer-b92219ce5c858d24?fccid=90bcd33dd2678f8f&vjs=3,,Relationship Officer for Lahore Adam Jee,Adam Jee,Lahore,"Rs 25,000 - Rs 45,000 a month",Easily apply,Wtsapp Msg or Call to*.,30+ days ago,Responsive employer,"Job Types: Full-time, New-Grad.",
https://pk.indeed.com/rc/clk?jk=272b78f2fca91b5c&fccid=bfdac90a7574b77c&vjs=3,,Team Leader Operations DC SKP,,Sheikhupura,,,Qualification: Bachelor’s Degree / Engineering.,26 days ago,,"Accomplishment of inbound & outbound operations effectively and efficiently, while exhibiting a strong command &…",
https://pk.indeed.com/company/Chaplet-International-Private-Limited/jobs/Data-Entry-Operator-ce0eb1ef0b05814a?fccid=b951a078b21e5578&vjs=3,,Data Entry Operator,Chaplet International Private Limited,Lahore,"Rs 20,000 - Rs 22,000 a month",Easily apply,"Chaplet International (Private) Limited is a manufacturing house that produces dental & surgical instruments handling and care products for sterilization,…",28 days ago,Responsive employer,,
https://pk.indeed.com/company/HRSG-Outsourcing-Pvt.Ltd./jobs/Data-Entry-Operator-26dd2eb8083a0633?fccid=cdf7d515e5930a3c&vjs=3,,Data Entry Operator,,Khanewal,"Rs 22,000 a month",Easily apply,Month end financial reporting -MEC – Monthly.,26 days ago,Responsive employer,FTE’s report to safety – Monthly.,"Over time reporting – weekly ,Bimonthly & Monthly."
https://pk.indeed.com/company/Digicon-Valley/jobs/Manager-911b59e8c7077f29?fccid=39f0870eea7d6100&vjs=3,new,Manager,Digicon Valley,Lahore,,Easily apply,To handle all the activities related to Admissions.,Today,Responsive employer,Handle all the telephone calls and face to face inquiries and converting them into Admissions.,
https://pk.indeed.com/company/D--Hoppers-Pvt-Ltd/jobs/Customer-Service-Representative-9126f7c9c3c44141?fccid=d6ebd7afc64350db&vjs=3,,Customer Service Representative,D-Hoppers Pvt Ltd,Lahore,"Rs 30,000 - Rs 70,000 a month",Easily apply,"Positions available for Canada Based Inbound Customer Service Campaign in all three shifts (Morning, Evening, Night).",8 days ago,,,
https://pk.indeed.com/company/BearPlex/jobs/Executive-Assistant-0623c05a1b76ac6b?fccid=51f08cea6cdc5615&vjs=3,new,Executive Assistant,BearPlex,Lahore,,Easily apply,"Preparing financial statements, reports, memos, invoices letters, and other documents.",Today,Responsive employer,"Filing and retrieving corporate records, documents, and reports.",
https://pk.indeed.com/company/Nadeem-Caterers-&-Event-Management/jobs/Restaurant-Manager-632ef2dcff39fc04?fccid=2d05682227cef9b5&vjs=3,,Restaurant Manager,Nadeem Caterers & Event Management,Lahore,"Rs 30,000 - Rs 50,000 a month",Easily apply,Restaurant Managers* are responsible for leading and managing *restaurant*.,23 days ago,Responsive employer,They may be responsible for different tasks such as *restaurant* marketing…,
https://pk.indeed.com/company/NK-Couture/jobs/Brand-Clothing-Manager-0d49d95aaa672ee3?fccid=b55a0b764c754bd6&vjs=3,new,Brand clothing Manager,NK Couture,Lahore,"Rs 50,000 - Rs 100,000 a month",Easily apply,Need a person who can manage our clothing brand efficiently and who has minimum 5 year experience in clothing line .,1 day ago,Responsive employer,"Job Types: Full-time, Contract.",
https://pk.indeed.com/company/Yasir-Broast/jobs/Manager-Operation-a9a3da9f3f0681d3?fccid=6fef37eb714185b4&vjs=3,new,MANAGER OPERATIONS,Yasir Broast,Lahore,"Rs 80,000 - Rs 120,000 a month",Easily apply,10 TO 15 YEARS EXPERIENCE REQUIRED AS MANAGER IN RESTAURANT BUSINESS.,Today,,"Controls day-to-day operations by scheduling, ordering, and developing the restaurant team…",
https://pk.indeed.com/company/Atrium-Solutions-Pvt-Ltd/jobs/Fresh-Graduate-Our-International-Call-Center-26c8e9355603d186?fccid=ff53cb4cc469811c&vjs=3,new,Fresh Graduates Jobs in Lahore For Our International Call Ce...,Atrium Solutions Pvt Ltd,Lahore,"Rs 20,000 - Rs 50,000 a month",Easily apply,"Atrium Solutions is giving a good opportunity for students and graduates, who either are looking to fund their studies and support their family.*.",Today,Responsive employer,,
https://pk.indeed.com/company/Alnoorians-Kids-School/jobs/Principal-Kids-School-b56403b75ac5be2f?fccid=59709fb045bd372d&vjs=3,,Principal Kids School,Alnoorians Kids School,Lahore,"Rs 45,000 - Rs 60,000 a month",Easily apply,Having at least 5 years experience of Principal ship in said domain .,16 days ago,,Must eligible to Utilize AV aids for students.,
https://pk.indeed.com/rc/clk?jk=c8f86a940914a6b7&fccid=a3c9064d665c55af&vjs=3,,Management Trainee,,Faisalabad,,,"Incumbent must have done MBA,M.",30+ days ago,,,
https://pk.indeed.com/company/Royal-Sign-&-Awning/jobs/Virtual-Assistant-bf5ee63faabb8836?fccid=c5317e213836ebd1&vjs=3,,Virtual Assistant,Royal Sign & Awning,Karachi,"Rs 43,000 a month",Easily apply,MUST HAVE A VERY FLUENT ENGLISH.,11 days ago,,"Position is only to those who are computer savvy know how to use apps / email / set up calendar, fluent in English reading,…",
https://pk.indeed.com/company/RapidTack/jobs/Technical-Recruitment-Manager-dbbdc34b750ba688?fccid=f3f507f6a8811235&vjs=3,new,Technical Recruitment Manager,RapidTack,Lahore,"Rs 80,000 - Rs 100,000 a month",Easily apply,"RapidTack is a Research and Development (R&D) organization that deals with product research and development in the field of Robotics, Artificial Intelligence,…",Just posted,,,
https://pk.indeed.com/rc/clk?jk=65480603d8a4eda2&fccid=cefd647fb7630d91&vjs=3,,HR Summer Internship,,Pakistan,,,HR Summer Internship Gul Ahmed is looking for HR interns for vast projects to be carried out in multiple facets of HR Function. Only BBA Last Semester or MBA…,30+ days ago,,,
https://pk.indeed.com/company/Mediland-Pakistan-Pvt-Ltd/jobs/Assistant-Manager-Import-792c9793b21aaacc?fccid=6ed2501441261939&vjs=3,,Assistant Manager Import (Only Female),Mediland Pakistan Pvt Ltd,Lahore,"Rs 50,000 - Rs 70,000 a month",Easily apply,Evaluating and critically reviewing the clauses of agreements to be signed with foreign manufacturers as per requirement.,21 days ago,Responsive employer,,
https://pk.indeed.com/company/AI-Solutions/jobs/Crs-Officer-849e70246718375d?fccid=609abd1ea17cfae4&vjs=3,new,CRS officer,AI Solutions,Lahore,"Rs 25,000 - Rs 50,000 a month",Easily apply,"It's a telemarketing company just need good communication skills in english language qualifications matric, inter or graduation basic salary will be decided…",2 days ago,,,
https://pk.indeed.com/company/FAIRCHANCE-FOR-CRM/jobs/Office-Boy-f84e12f51590ab97?fccid=ca389bdf91f24d61&vjs=3,new,Office Boy,FAIRCHANCE FOR CRM,Lahore,"Rs 15,000 a month",Easily apply,"Job Types: Full-time, Temporary.",Today,Responsive employer,,
https://pk.indeed.com/company/Tech-Harbour-Services/jobs/Human-Resource-Intern-11a5d39fc9daff44?fccid=f4bd1632fc015655&vjs=3,,HR Intern,Tech Harbour Services,Lahore,"Rs 20,000 - Rs 25,000 a month",Easily apply,"Job Types: Part-time, Contract.",18 days ago,,,
https://pk.indeed.com/company/Dr-Waris-Anwar-Aesthetics/jobs/Front-Desk-Officer-30f656eb17a6881b?fccid=0dd208725dbaae37&vjs=3,,Front Desk Officer,Dr Waris Anwar Aesthetics,Lahore,"Rs 15,000 - Rs 25,000 a month",Easily apply,"Good communication skills, strong attention to details, ability to multitask , answering patient's calls and querries.",30+ days ago,Responsive employer,,
https://pk.indeed.com/company/Tasteland/jobs/Sales-Officer-Executive-22292345bc0959db?fccid=fbe01837cb62028a&vjs=3,,Sales officer/Executive,Tasteland,Lahore,"Rs 25,000 - Rs 45,000 a month",Easily apply,Build a strong relationship with customers.,19 days ago,Responsive employer,Plan to meet targets in an effective & efficient way.,"The grip on reporting to line Manager (Daily, weekly, monthly)…"
https://pk.indeed.com/company/Chaplet-International-Private-Limited/jobs/Store-Incherge-0940759fad854e19?fccid=b951a078b21e5578&vjs=3,,Store Incherge,Chaplet International Private Limited,Lahore,"Rs 30,000 - Rs 35,000 a month",Easily apply,Must have experience in Mechanical fabrication.,23 days ago,Responsive employer,"The store incharge must ensure that sufficient inventory is available at the store to avoid being ""out of stock""…",
https://pk.indeed.com/company/Al-Shaheer-Foods/jobs/Area-Sales-Manager-Outer-bbafdd7c1545ceb0?fccid=e851ccc159f4e224&vjs=3,,Area Sales Manager Outer(Frozen Industry),Al Shaheer Foods,Lahore,"Rs 90,000 - Rs 100,000 a month",Easily apply,Must have proven work record in frozen industry.,8 days ago,Responsive employer,Previously work as area sales manager.,
